problem, generation, min, mean, stdev, max
jp50, 48, 7, 119134.95, 122735.20, 2540.96, 128725.03
jp50, 49, 7, 119630.12, 123493.76, 2536.34, 129019.78
jp50, 50, 7, 120621.86, 124312.12, 2413.17, 130352.27
jp50, 51, 7, 122033.56, 125434.67, 2500.98, 132104.15
jp50, 52, 7, 122803.61, 126538.95, 2320.90, 132104.15
jp50, 53, 7, 123763.92, 127178.33, 2193.27, 132104.15
jp50, 54, 7, 125161.46, 128073.09, 2096.13, 132797.84
jp50, 55, 7, 125717.20, 128670.26, 2006.96, 132797.84
jp50, 56, 7, 126393.27, 129340.06, 1932.75, 132797.84
jp50, 57, 7, 127266.23, 130147.72, 1822.61, 134659.44
jp50, 58, 7, 127968.03, 130631.93, 1723.75, 134659.44
jp50, 59, 7, 128416.44, 131154.30, 1588.48, 134659.44
jp50, 60, 7, 129228.99, 131725.99, 1438.23, 134886.38
jp50, 61, 7, 129964.07, 132350.55, 1361.86, 135982.44
jp50, 62, 7, 130903.79, 132768.33, 1223.89, 135982.44
jp50, 63, 7, 131457.92, 133207.57, 1140.18, 137246.23
jp50, 64, 7, 131764.51, 133606.05, 1085.43, 137246.23
jp50, 65, 7, 132454.63, 133965.22, 1043.94, 137246.23
jp50, 66, 7, 132756.85, 134206.67, 1050.86, 137349.59
jp50, 67, 7, 133299.66, 134676.48, 1077.57, 137955.43
jp50, 68, 7, 133551.77, 135069.01, 1170.27, 137955.43
jp50, 69, 7, 134138.80, 135522.31, 1258.08, 137955.43
jp50, 70, 7, 134238.41, 135910.21, 1235.17, 138593.74
jp50, 71, 7, 134808.60, 136339.80, 1212.78, 138593.74
jp50, 72, 7, 134835.90, 136639.64, 1166.95, 138717.94
jp50, 73, 7, 135238.07, 136995.45, 965.85, 138717.94
jp50, 0, 8, -749793.17, -442442.46, 104701.09, 0.00
jp50, 1, 8, -623181.59, -425260.40, 89267.75, 0.00
jp50, 2, 8, -523928.47, -401208.33, 79170.31, 0.00
jp50, 3, 8, -492950.44, -382347.67, 82502.22, 0.00
jp50, 4, 8, -477456.54, -361010.32, 90519.97, 0.00
jp50, 5, 8, -456061.84, -347593.14, 86691.47, 0.00
jp50, 6, 8, -430349.33, -309905.29, 117612.29, 51892.44
jp50, 7, 8, -413947.05, -277221.58, 131192.67, 51892.44
jp50, 8, 8, -370812.00, -225813.06, 147708.09, 51892.44
jp50, 9, 8, -357941.51, -184454.10, 152984.51, 66558.77
jp50, 10, 8, -324181.64, -99824.96, 140010.97, 66558.77
jp50, 11, 8, -254783.44, -15058.21, 81041.74, 66558.77
jp50, 12, 8, -19407.90, 26358.81, 25265.49, 78490.32
jp50, 13, 8, 389.29, 39666.52, 20269.46, 80936.47
jp50, 14, 8, 23937.12, 51967.18, 15004.94, 82617.50
jp50, 15, 8, 41818.09, 60567.57, 11411.23, 93568.07
jp50, 16, 8, 51795.09, 67046.62, 10773.75, 102662.82
jp50, 17, 8, 55390.02, 72186.41, 11019.93, 104528.86
jp50, 18, 8, 64283.85, 78300.10, 11137.73, 105380.64
jp50, 19, 8, 69482.33, 83322.35, 10587.67, 105400.27
jp50, 20, 8, 75155.42, 89096.52, 10013.22, 105400.27
jp50, 21, 8, 78765.66, 92602.38, 9092.41, 110772.27
jp50, 22, 8, 84614.05, 97772.44, 7075.88, 113001.37
jp50, 23, 8, 90805.93, 100984.77, 5464.87, 113001.37
jp50, 24, 8, 95058.05, 103204.21, 4367.99, 113001.37
jp50, 25, 8, 99375.14, 105276.43, 3586.96, 114608.25
jp50, 26, 8, 102662.82, 106914.34, 3520.73, 120633.36
jp50, 27, 8, 103900.34, 108622.07, 3936.93, 121661.07
jp50, 28, 8, 104653.06, 109489.78, 4047.58, 121661.07
jp50, 29, 8, 105380.64, 110503.77, 3897.72, 121661.07
jp50, 30, 8, 107114.40, 111691.34, 3690.94, 121661.07
jp50, 31, 8, 107863.05, 112614.28, 3645.51, 121661.07
jp50, 32, 8, 109583.16, 113875.15, 3624.96, 121661.07
jp50, 33, 8, 110772.27, 115675.76, 3689.53, 122033.89
jp50, 34, 8, 111437.39, 117056.62, 3339.98, 122033.89
jp50, 35, 8, 113763.77, 118480.09, 2541.05, 122892.95
jp50, 36, 8, 115129.62, 119638.65, 2052.35, 124050.79
jp50, 37, 8, 117355.81, 120451.22, 1555.31, 124050.79
jp50, 38, 8, 118801.19, 121213.04, 1186.18, 124841.41
jp50, 39, 8, 120384.95, 121706.47, 1350.85, 127706.43
jp50, 40, 8, 120633.36, 121995.26, 1464.92, 127706.43
jp50, 41, 8, 120828.17, 122427.75, 1520.74, 127706.43
jp50, 42, 8, 121079.45, 122795.27, 1574.71, 127706.43
jp50, 43, 8, 121504.15, 123246.38, 1579.05, 129882.90
jp50, 44, 8, 121974.27, 123840.46, 1734.60, 130458.22
jp50, 45, 8, 122033.89, 124110.22, 1707.49, 130458.22
jp50, 46, 8, 122556.49, 124912.32, 2077.79, 132383.93
jp50, 47, 8, 122892.95, 125473.55, 2218.47, 132383.93
jp50, 48, 8, 123754.27, 126336.39, 2170.06, 132383.93
jp50, 49, 8, 124186.13, 127293.04, 2187.12, 132911.45
jp50, 50, 8, 124740.05, 128213.54, 2115.00, 135268.61
jp50, 51, 8, 126403.46, 129090.22, 1933.38, 135268.61
jp50, 52, 8, 127208.77, 129770.94, 1932.68, 135459.11
jp50, 53, 8, 127587.20, 130695.71, 2298.92, 137823.17
jp50, 54, 8, 128554.94, 131376.71, 2278.95, 138586.37
jp50, 55, 8, 129474.36, 132177.21, 2417.16, 138586.37
jp50, 56, 8, 129882.90, 132504.52, 2298.82, 138586.37
jp50, 57, 8, 130259.82, 133391.76, 2302.26, 138586.37
jp50, 58, 8, 130936.76, 134241.68, 2159.32, 139521.50
jp50, 59, 8, 132383.93, 134979.04, 2316.21, 141484.87
jp50, 60, 8, 132622.63, 136004.73, 2385.95, 143524.22
jp50, 61, 8, 133706.32, 137101.39, 2491.89, 145067.37
jp50, 62, 8, 134704.14, 137908.60, 2482.19, 145166.00
jp50, 63, 8, 135459.11, 138769.46, 2389.30, 145166.00
jp50, 64, 8, 136337.18, 139683.87, 2297.26, 145166.00
jp50, 65, 8, 137674.11, 140956.44, 2198.82, 147128.97
jp50, 66, 8, 138586.37, 141579.09, 2033.27, 147128.97
jp50, 67, 8, 138728.31, 142064.75, 1883.97, 147128.97
jp50, 68, 8, 139819.90, 142742.57, 1807.48, 147128.97
jp50, 69, 8, 141195.86, 143269.16, 1869.07, 149221.05
jp50, 70, 8, 141484.87, 143774.40, 1919.66, 149221.05
jp50, 71, 8, 141484.87, 144298.18, 1908.81, 149221.05
jp50, 72, 8, 142185.64, 144793.02, 1839.69, 149959.52
jp50, 73, 8, 142625.00, 145371.67, 1893.46, 151287.46
jp50, 74, 8, 143146.43, 145865.11, 1870.18, 151287.46
jp50, 75, 8, 143946.03, 146517.89, 1791.46, 151287.46
jp50, 76, 8, 144864.73, 146999.44, 1775.21, 151287.46
jp50, 77, 8, 145067.37, 147351.92, 1689.01, 151287.46
jp50, 78, 8, 145278.77, 147715.13, 1620.54, 151287.46
jp50, 79, 8, 145860.77, 148409.92, 1603.14, 155290.83
jp50, 80, 8, 146722.18, 148986.23, 1549.91, 155290.83
jp50, 81, 8, 147291.85, 149469.18, 1405.63, 155290.83
jp50, 82, 8, 147826.42, 149722.39, 1316.33, 155290.83
jp50, 83, 8, 148508.59, 150316.12, 1378.44, 155290.83
jp50, 84, 8, 148952.22, 150723.59, 1449.25, 155290.83
jp50, 85, 8, 149346.71, 151098.48, 1494.04, 155290.83
jp50, 86, 8, 149807.06, 151343.52, 1459.00, 155290.83
jp50, 87, 8, 150270.51, 151918.61, 1650.18, 156143.18
jp50, 88, 8, 150505.14, 152499.32, 1746.76, 156143.18
jp50, 89, 8, 150846.84, 153134.26, 1788.47, 156146.29
jp50, 90, 8, 151287.46, 153737.19, 1742.86, 156146.29
jp50, 91, 8, 151287.46, 154319.37, 1466.27, 156146.29
jp50, 92, 8, 152591.87, 154867.37, 971.48, 156482.41
jp50, 0, 9, -730357.59, -462928.11, 96825.56, 0.00
jp50, 1, 9, -652065.38, -452106.02, 85198.62, 0.00
jp50, 2, 9, -536144.71, -433624.81, 77428.85, 0.00
jp50, 3, 9, -512815.15, -412504.09, 87678.39, 0.00
jp50, 4, 9, -501415.96, -397263.20, 96278.06, 0.00
jp50, 5, 9, -476857.84, -368191.62, 99166.06, 0.00
jp50, 6, 9, -457124.00, -341673.24, 102102.13, 42303.90
jp50, 7, 9, -443430.66, -307900.35, 121502.30, 42303.90
jp50, 8, 9, -411056.00, -275672.99, 127116.77, 42303.90
jp50, 9, 9, -381950.75, -219928.92, 143136.38, 47849.66
jp50, 10, 9, -352269.43, -170246.51, 144995.35, 71476.30
jp50, 11, 9, -291715.89, -105143.67, 142485.64, 71742.87
jp50, 12, 9, -265731.23, -46457.02, 119471.65, 71742.87
jp50, 13, 9, -131270.52, 22476.05, 43870.65, 72190.05
jp50, 14, 9, 0.00, 43695.19, 22561.21, 86170.10
jp50, 15, 9, 25736.79, 54437.10, 15505.61, 86271.34
jp50, 16, 9, 38918.19, 60394.90, 12589.58, 86271.34
jp50, 17, 9, 44841.84, 64562.65, 9988.01, 86271.34
jp50, 18, 9, 55439.16, 68789.12, 6644.15, 86271.34
jp50, 19, 9, 60921.03, 70919.15, 5074.08, 86271.34
jp50, 20, 9, 67286.26, 73124.78, 4903.02, 94715.39
jp50, 21, 9, 69835.10, 74869.41, 5499.58, 95275.76
jp50, 22, 9, 71303.89, 76942.94, 6693.75, 95947.37
jp50, 23, 9, 71476.30, 79262.67, 7735.47, 102656.66
jp50, 24, 9, 72861.70, 82040.57, 7747.87, 102656.66
jp50, 25, 9, 74688.53, 85362.91, 7146.51, 102656.66
jp50, 26, 9, 78178.55, 88465.75, 6366.84, 106775.30
jp50, 27, 9, 82061.22, 91121.34, 5146.23, 106775.30
jp50, 28, 9, 86271.34, 93264.24, 4538.20, 106775.30
jp50, 29, 9, 88575.71, 95309.88, 4214.48, 109494.59
jp50, 30, 9, 92358.96, 97021.81, 3832.04, 109494.59
jp50, 31, 9, 94021.89, 98574.73, 3921.79, 109494.59
jp50, 32, 9, 95127.02, 100436.61, 3930.93, 109494.59
jp50, 33, 9, 95949.54, 102053.65, 3712.40, 110596.80
jp50, 34, 9, 98506.33, 103994.98, 3088.66, 111592.96
jp50, 35, 9, 100670.62, 105064.74, 2847.75, 113031.75
jp50, 36, 9, 102067.39, 105861.01, 2644.35, 113031.75
jp50, 37, 9, 102656.66, 106578.30, 2697.49, 115881.52
jp50, 38, 9, 104045.20, 107501.23, 2623.66, 115881.52
jp50, 39, 9, 104575.86, 108193.85, 2431.33, 115881.52
jp50, 40, 9, 105635.77, 109447.45, 2510.28, 116779.90
jp50, 41, 9, 107001.53, 110435.76, 2555.07, 117388.68
jp50, 42, 9, 107776.25, 111380.68, 2541.79, 117388.68
jp50, 43, 9, 109223.28, 112201.41, 2370.05, 117388.68
jp50, 44, 9, 109494.59, 112981.92, 2334.55, 118527.12
jp50, 45, 9, 110596.80, 113880.35, 2200.50, 118527.12
jp50, 46, 9, 111379.24, 114541.64, 2019.83, 118527.12
jp50, 47, 9, 111937.86, 114937.54, 1822.57, 118527.12
jp50, 48, 9, 112578.29, 115426.05, 1594.02, 118527.12
jp50, 49, 9, 113420.63, 116099.21, 1280.93, 118700.21
jp50, 50, 9, 114479.24, 116513.35, 1234.79, 121822.40
jp50, 51, 9, 115308.52, 117004.46, 1213.94, 121822.40
jp50, 52, 9, 115881.52, 117468.31, 1224.74, 121822.40
jp50, 53, 9, 116354.90, 117965.64, 1306.09, 122889.97
jp50, 54, 9, 116779.90, 118480.03, 1610.70, 127837.24
jp50, 55, 9, 117052.15, 119266.94, 2399.73, 130962.31
jp50, 56, 9, 117500.23, 119959.11, 2640.66, 130962.31
jp50, 57, 9, 118170.23, 120941.64, 3263.98, 130962.31
jp50, 58, 9, 118527.12, 122105.24, 3644.90, 130962.31
jp50, 59, 9, 118700.21, 123285.36, 3807.34, 131226.88
jp50, 60, 9, 119494.26, 125181.81, 3698.44, 134734.48
jp50, 61, 9, 121061.16, 126742.91, 3281.59, 134734.48
jp50, 62, 9, 122889.97, 128021.64, 2468.94, 134734.48
jp50, 63, 9, 125609.31, 128891.06, 2016.73, 134734.48
jp50, 64, 9, 126857.10, 129479.75, 1855.10, 134734.48
jp50, 65, 9, 127690.66, 130147.43, 1703.53, 135397.23
jp50, 66, 9, 128178.46, 130780.41, 1668.72, 135397.23
jp50, 67, 9, 129036.50, 131415.70, 1682.05, 137843.24
jp50, 68, 9, 129767.22, 131966.89, 1754.86, 139215.05
jp50, 69, 9, 130746.23, 132687.10, 2190.49, 139215.05
jp50, 70, 9, 130962.31, 133522.11, 2498.38, 139587.37
jp50, 71, 9, 131242.58, 134445.60, 2605.39, 140677.46
jp50, 72, 9, 131589.39, 135321.27, 2414.53, 140677.46
jp50, 73, 9, 133002.15, 136278.07, 1946.61, 140677.46
jp50, 74, 9, 134445.89, 136842.49, 1745.74, 140677.46
jp50, 75, 9, 134734.48, 137331.55, 1570.29, 140677.46
jp50, 76, 9, 135277.51, 137797.80, 1329.27, 140677.46
jp50, 77, 9, 135869.41, 138169.66, 1103.02, 140677.46
jp50, 78, 9, 136549.46, 138500.47, 883.83, 140677.46
jp50, 0, 10, -724146.59, -459108.70, 98168.11, 0.00
jp50, 1, 10, -590389.29, -438989.13, 88002.30, 0.00
jp50, 2, 10, -534432.47, -412260.00, 93826.32, 0.00
jp50, 3, 10, -523435.33, -403425.40, 93891.73, 0.00
jp50, 4, 10, -512424.92, -391574.39, 92784.54, 0.00
jp50, 5, 10, -483114.80, -370712.33, 88045.08, 0.00
jp50, 6, 10, -453711.73, -343280.84, 93375.89, 0.00
jp50, 7, 10, -431928.00, -310884.27, 99258.97, 0.00
jp50, 8, 10, -416789.04, -287304.26, 102727.50, 15610.28
jp50, 9, 10, -385606.18, -261060.96, 107769.42, 44540.19
jp50, 10, 10, -349089.49, -223606.90, 114599.24, 55046.33
jp50, 11, 10, -328864.25, -182516.27, 120190.85, 55046.33
jp50, 12, 10, -299929.39, -126782.44, 122325.46, 56541.86
jp50, 13, 10, -224906.83, -65022.59, 106126.57, 83742.98
jp50, 14, 10, -174691.01, -3915.57, 71482.50, 83742.98
jp50, 15, 10, -21547.25, 32411.98, 25132.34, 83742.98
jp50, 16, 10, 10247.10, 47121.39, 19391.21, 87545.52
jp50, 17, 10, 33647.44, 57093.83, 15573.14, 87545.52
jp50, 18, 10, 44540.19, 64234.61, 14070.53, 87545.52
jp50, 19, 10, 49084.09, 70092.22, 12514.36, 97740.44
jp50, 20, 10, 56839.60, 75891.35, 8533.38, 97740.44
jp50, 21, 10, 67779.88, 79634.26, 5986.29, 97740.44
jp50, 22, 10, 75014.63, 82197.14, 4844.14, 97740.44
jp50, 23, 10, 78484.91, 84695.98, 4892.55, 97740.44
jp50, 24, 10, 80824.84, 86239.99, 4873.57, 97740.44
jp50, 25, 10, 82229.33, 88549.82, 5482.83, 103966.76
jp50, 26, 10, 83289.96, 90637.92, 5283.68, 103966.76
jp50, 27, 10, 85560.14, 93856.64, 4846.66, 110564.93
jp50, 28, 10, 88696.57, 95167.19, 3959.11, 110564.93
jp50, 29, 10, 91633.89, 96588.57, 3664.76, 110564.93
jp50, 30, 10, 93215.32, 98150.46, 3994.99, 110564.93
jp50, 31, 10, 94500.22, 99613.74, 4020.13, 110564.93
jp50, 32, 10, 96210.47, 101473.59, 3736.28, 110564.93
jp50, 33, 10, 97740.44, 103472.38, 3409.34, 110564.93
jp50, 34, 10, 99517.27, 104736.80, 3083.47, 111779.87
jp50, 35, 10, 101964.19, 105681.66, 2668.71, 111779.87
jp50, 36, 10, 102812.79, 106577.92, 2606.11, 113172.54
jp50, 37, 10, 103817.45, 107603.83, 2514.84, 113172.54
jp50, 38, 10, 104672.36, 108862.48, 2030.52, 113172.54
jp50, 39, 10, 106923.97, 109780.42, 1624.51, 113172.54
jp50, 40, 10, 108544.98, 110409.13, 1353.25, 113172.54
jp50, 41, 10, 109157.29, 110949.08, 1383.63, 113827.54
jp50, 42, 10, 109499.74, 111406.91, 1279.92, 113827.54
jp50, 43, 10, 110036.87, 111847.14, 1227.70, 115518.05
jp50, 44, 10, 110446.96, 112337.32, 1255.65, 115815.18
jp50, 45, 10, 110564.93, 112548.03, 1258.49, 115815.18
jp50, 46, 10, 111385.15, 113061.05, 1095.15, 115815.18
jp50, 47, 10, 112009.15, 113350.65, 1078.59, 115815.18
jp50, 48, 10, 112234.16, 113752.09, 1080.50, 116342.40
jp50, 49, 10, 113088.34, 114150.66, 1019.74, 116342.40
jp50, 50, 10, 113172.54, 114470.68, 964.68, 116342.40
jp50, 0, 11, -640829.16, -459796.30, 98430.12, 0.00
jp50, 1, 11, -594367.74, -446639.76, 92983.01, 0.00
jp50, 2, 11, -580122.67, -429218.79, 97844.76, 0.00
jp50, 3, 11, -552286.45, -414232.88, 101838.91, 20719.15
jp50, 4, 11, -535567.82, -398392.06, 108039.55, 66307.62
jp50, 5, 11, -503466.96, -371066.30, 124515.13, 66307.62
jp50, 6, 11, -475486.56, -345488.71, 135929.13, 66307.62
jp50, 7, 11, -460484.14, -324975.08, 139707.47, 66307.62
jp50, 8, 11, -440377.49, -296403.91, 154936.99, 66307.62
jp50, 9, 11, -405986.47, -231323.22, 172109.97, 68024.37
jp50, 10, 11, -375570.10, -151772.50, 173101.59, 68024.37
jp50, 11, 11, -334215.47, -67371.50, 147766.24, 73732.21
jp50, 12, 11, -192827.00, 20916.51, 58853.79, 97485.14
jp50, 13, 11, 9481.65, 49926.51, 18351.18, 97485.14
jp50, 14, 11, 32702.30, 58625.64, 12522.99, 97485.14
jp50, 15, 11, 46569.57, 64493.90, 10918.69, 98915.19
jp50, 16, 11, 55377.75, 69399.19, 10759.83, 98915.19
jp50, 17, 11, 59868.38, 73992.17, 10638.01, 98915.19
jp50, 18, 11, 66952.28, 80106.13, 11310.64, 104844.94
jp50, 19, 11, 68024.37, 84262.22, 10945.88, 104844.94
jp50, 20, 11, 72836.11, 88701.91, 8858.71, 104844.94
jp50, 21, 11, 79313.40, 92705.69, 6306.20, 104844.94
jp50, 22, 11, 84878.95, 95579.32, 4015.27, 104844.94
jp50, 23, 11, 92141.69, 97449.15, 3543.97, 106356.61
jp50, 24, 11, 94350.05, 98717.16, 3529.78, 115226.33
jp50, 25, 11, 95117.66, 99431.40, 3223.68, 115226.33
jp50, 26, 11, 96853.58, 100891.12, 3237.11, 115226.33
jp50, 27, 11, 97690.19, 102489.24, 3781.44, 118874.49
jp50, 28, 11, 99699.94, 104060.88, 3948.79, 118874.49
jp50, 29, 11, 100411.71, 105412.39, 4389.24, 118874.49
jp50, 30, 11, 102126.28, 107078.32, 4796.76, 118874.49
jp50, 31, 11, 102782.11, 108749.84, 4648.47, 118874.49
jp50, 32, 11, 104229.44, 110933.21, 4657.82, 121413.13
jp50, 33, 11, 106343.68, 113140.29, 4135.58, 121413.13
jp50, 34, 11, 109229.83, 115118.94, 3368.90, 121413.13
jp50, 35, 11, 111595.20, 116710.24, 2674.70, 121413.13
jp50, 36, 11, 113554.77, 117595.67, 2022.75, 122806.46
jp50, 37, 11, 115226.33, 118312.41, 1798.73, 124328.22
jp50, 38, 11, 116130.46, 118715.57, 1548.42, 124328.22
jp50, 39, 11, 117092.99, 119341.32, 1841.20, 129377.57
jp50, 40, 11, 117768.88, 119764.51, 1723.48, 129377.57
jp50, 41, 11, 118780.65, 120462.63, 1978.31, 129377.57
jp50, 42, 11, 118874.49, 121169.82, 2177.20, 129377.57
jp50, 43, 11, 119371.15, 121873.59, 2204.88, 129377.57
jp50, 44, 11, 120181.94, 122374.66, 2367.84, 129377.57
jp50, 45, 11, 120650.55, 123325.97, 2565.18, 129377.57
jp50, 46, 11, 121413.13, 124314.79, 2735.13, 129377.57
jp50, 47, 11, 121413.13, 125219.47, 2632.31, 131764.32
jp50, 48, 11, 122343.52, 125951.27, 2316.19, 131764.32
jp50, 49, 11, 122806.46, 126746.53, 2001.48, 131764.32
jp50, 50, 11, 125078.83, 127426.25, 1661.94, 131764.32
jp50, 51, 11, 125708.68, 128009.59, 1464.91, 131764.32
jp50, 52, 11, 125965.26, 128529.00, 1294.61, 131764.32
jp50, 53, 11, 126776.98, 128889.95, 1160.82, 131852.25
jp50, 54, 11, 127684.09, 129227.34, 1037.13, 131852.25
jp50, 55, 11, 127733.16, 129490.45, 980.73, 131852.25
jp50, 0, 12, -611382.61, -452542.90, 93879.75, 0.00
jp50, 1, 12, -556642.16, -433793.73, 89995.68, 0.00
jp50, 2, 12, -529296.01, -414122.09, 90646.66, 0.00
jp50, 3, 12, -517327.05, -401638.48, 91720.47, 0.00
jp50, 4, 12, -506820.37, -379971.09, 93909.93, 0.00
jp50, 5, 12, -484873.65, -353043.85, 95127.71, 0.00
jp50, 6, 12, -450278.25, -321805.07, 91676.68, 0.00
jp50, 7, 12, -422801.42, -281561.56, 80221.26, 0.00
jp50, 8, 12, -350634.16, -237709.00, 51894.12, 0.00
jp50, 9, 12, -272606.29, -207866.62, 35783.71, 0.00
jp50, 10, 12, -225617.96, -197107.11, 33049.01, 0.00
jp50, 11, 12, -215424.34, -180792.19, 46341.57, 30255.01
jp50, 12, 12, -209351.24, -170420.26, 51255.89, 45563.25
jp50, 13, 12, -204297.64, -161057.85, 56473.20, 45563.25
jp50, 14, 12, -191983.26, -142532.50, 70127.96, 45563.25
jp50, 15, 12, -188918.43, -126611.50, 76561.64, 45563.25
jp50, 16, 12, -181355.65, -104829.61, 82860.24, 78873.94
jp50, 17, 12, -171894.61, -75637.35, 84993.66, 78873.94
jp50, 18, 12, -160083.37, -39918.01, 78796.51, 78873.94
jp50, 19, 12, -138844.67, 101.80, 58945.17, 104899.59
jp50, 20, 12, -10448.77, 33392.78, 25845.26, 104899.59
jp50, 21, 12, 8009.37, 46484.70, 21648.87, 104899.59
jp50, 22, 12, 27798.72, 53952.93, 17950.18, 104899.59
jp50, 23, 12, 44585.42, 62629.16, 17754.20, 111346.29
jp50, 24, 12, 45888.62, 71239.37, 17660.01, 111346.29
jp50, 25, 12, 56331.33, 81125.17, 15565.28, 111346.29
jp50, 26, 12, 67788.84, 87627.84, 12970.59, 111346.29
jp50, 27, 12, 76550.47, 94623.31, 10165.32, 111346.29
jp50, 28, 12, 81960.81, 99556.96, 7776.50, 111346.29
jp50, 29, 12, 93939.73, 103555.96, 4491.62, 111346.29
jp50, 30, 12, 99177.96, 105668.95, 3583.19, 114211.21
jp50, 31, 12, 101584.35, 107210.54, 3062.50, 114939.68
jp50, 32, 12, 104513.40, 108478.09, 2972.76, 118431.71
jp50, 33, 12, 104899.59, 109625.95, 2905.05, 118431.71
jp50, 34, 12, 107021.29, 110656.58, 2643.85, 118431.71
jp50, 35, 12, 107807.55, 111639.00, 2676.53, 119259.70
jp50, 36, 12, 109342.89, 112979.21, 2789.48, 119487.61
jp50, 37, 12, 110452.22, 113934.38, 2725.22, 119487.61
jp50, 38, 12, 111123.97, 115067.16, 2575.45, 119787.76
jp50, 39, 12, 111786.55, 116152.04, 2521.82, 122526.00
jp50, 40, 12, 113561.35, 117035.25, 2354.42, 122526.00
jp50, 41, 12, 114338.20, 117822.09, 2232.34, 123951.97
jp50, 42, 12, 115382.70, 118328.31, 2084.28, 123951.97
jp50, 43, 12, 116439.79, 119314.79, 2121.95, 125573.62
jp50, 44, 12, 117232.43, 120103.79, 1918.44, 125573.62
jp50, 45, 12, 118289.70, 120929.37, 1785.14, 125573.62
jp50, 46, 12, 119080.82, 121362.32, 1652.78, 125749.98
jp50, 47, 12, 119309.18, 121979.81, 1705.94, 129341.75
jp50, 48, 12, 120259.18, 122656.95, 1456.34, 129341.75
jp50, 49, 12, 121156.56, 123156.00, 1407.60, 129341.75
jp50, 50, 12, 122224.01, 123685.79, 1679.87, 129873.84
jp50, 51, 12, 122526.00, 124244.24, 1978.90, 130324.70
jp50, 52, 12, 122526.00, 124698.00, 2084.40, 131069.33
jp50, 53, 12, 122981.22, 125487.99, 2273.73, 131069.33
jp50, 54, 12, 123848.09, 126577.14, 2249.76, 131069.33
jp50, 55, 12, 123951.97, 127327.07, 2231.23, 134203.62
jp50, 56, 12, 125426.12, 128428.98, 1862.22, 134203.62
jp50, 57, 12, 125998.29, 128973.64, 1661.50, 134203.62
jp50, 58, 12, 127148.54, 129609.60, 1378.23, 134203.62
jp50, 59, 12, 128252.20, 130032.73, 1301.06, 134203.62
jp50, 60, 12, 128897.27, 130437.56, 1325.07, 134203.62
jp50, 61, 12, 129001.17, 130788.53, 1334.64, 134203.62
jp50, 62, 12, 129571.11, 131192.62, 1337.69, 134203.62
jp50, 63, 12, 129873.84, 131545.94, 1321.30, 134203.62
jp50, 64, 12, 130324.70, 131980.90, 1316.74, 135190.18
jp50, 65, 12, 130551.21, 132533.18, 1267.89, 135660.69
jp50, 66, 12, 130848.59, 132840.34, 1175.68, 136820.72
jp50, 67, 12, 131773.54, 133447.08, 1222.81, 137637.01
jp50, 68, 12, 132239.15, 133845.39, 1274.48, 137637.01
jp50, 69, 12, 132479.19, 134210.79, 1305.55, 137637.01
jp50, 70, 12, 133020.09, 134778.19, 1282.76, 137637.01
jp50, 71, 12, 133653.07, 135219.90, 1280.91, 137637.01
jp50, 72, 12, 133834.31, 135423.41, 1285.61, 137637.01
jp50, 73, 12, 134203.62, 135742.92, 1199.71, 137637.01
jp50, 74, 12, 134203.62, 136032.92, 1167.07, 137637.01
jp50, 75, 12, 134614.88, 136491.19, 972.85, 137637.01
jp50, 0, 13, -639437.68, -451735.01, 92444.62, 0.00
jp50, 1, 13, -577241.37, -433404.39, 91586.81, 0.00
jp50, 2, 13, -537353.97, -411751.13, 99631.31, 0.00
jp50, 3, 13, -512040.32, -389518.05, 112315.78, 0.00
jp50, 4, 13, -500802.13, -365063.47, 122070.01, 17722.08
jp50, 5, 13, -482586.11, -318631.75, 144232.91, 17722.08
jp50, 6, 13, -453855.37, -264977.01, 156427.14, 32299.80
jp50, 7, 13, -410473.33, -191135.42, 156704.22, 38690.59
jp50, 8, 13, -315249.96, -106869.36, 135196.69, 43553.05
jp50, 9, 13, -286612.80, -45212.94, 95864.18, 49136.12
jp50, 10, 13, -56322.63, 15153.28, 19501.08, 62578.36
jp50, 11, 13, 0.00, 22736.25, 15772.89, 62578.36
jp50, 12, 13, 5770.63, 30919.83, 14107.17, 71812.22
jp50, 13, 13, 19334.21, 40710.96, 14429.39, 94655.30
jp50, 14, 13, 30890.35, 48349.34, 13698.03, 94655.30
jp50, 15, 13, 36844.96, 56094.84, 13962.81, 94655.30
jp50, 16, 13, 43127.62, 63507.32, 14586.29, 111902.60
jp50, 17, 13, 50916.47, 70666.93, 13976.58, 111902.60
jp50, 18, 13, 58396.42, 78477.27, 12797.98, 111902.60
jp50, 19, 13, 67968.83, 85704.87, 11379.50, 114114.69
jp50, 20, 13, 74291.80, 90251.74, 9746.50, 114114.69
jp50, 21, 13, 81881.59, 95184.53, 8317.26, 114114.69
jp50, 22, 13, 85942.99, 98120.03, 7469.64, 119961.60
jp50, 23, 13, 92980.25, 102016.43, 7071.96, 119961.60
jp50, 24, 13, 95182.72, 105341.42, 6190.15, 119961.60
jp50, 25, 13, 99598.33, 108582.33, 5267.52, 121803.74
jp50, 26, 13, 104000.22, 111068.34, 4372.84, 121803.74
jp50, 27, 13, 106352.66, 112732.26, 4231.85, 127178.40
jp50, 28, 13, 109037.39, 114651.79, 4042.11, 127178.40
jp50, 29, 13, 111101.64, 116254.87, 3710.66, 127178.40
jp50, 30, 13, 112537.37, 117554.09, 3607.01, 127178.40
